Service,Customer Name,Vehicle Model,Service Type,Service Date,Service Cost,Service Status,Payment Method,Technician
SVC1777,Tunde Bakare,Toyota Corolla,Oil Change,9/23/2025,"$147,817.30 ",Pending,Cash,Tech3
SVC1778,Grace Johnson,Honda Accord,Oil Change,21/03/2025,"$35,639.30 ",In Progress,Transfer,Tech34
SVC1779,Jane Smith,Nissan Altima,Battery Replacement,8/5/2023,"$77,834.20 ",In Progress,Transfer,Tech4
SVC1780,Emeka Obi,Honda Accord,Engine Diagnostics,1/7/2023,"$125,330.60 ",Pending,Cash,Tech27
SVC1781,Emeka Obi,Honda Accord,Ac Service,10/27/2025,"$91,937.40 ",Pending,Cash,Tech46
SVC1782,Jane Smith,Ford Focus,Engine Diagnostics,13/11/2025,"$128,294.80 ",Cancelled,Card,Tech19
SVC1783,Tunde Bakare,Hyundai Elantra,Wheel Alignment,8/2/2025,"$40,531.80 ",In Progress,Card,Tech26
SVC1784,Adewale Musa,Ford Focus,Wheel Alignment,5/24/2023,"$113,548.20 ",Completed,Cash,Tech49
SVC1785,Adewale Musa,Honda Accord,Brake Repair,17/08/2023,"$125,024.30 ",Completed,Cash,Tech38
SVC1786,Grace Johnson,Nissan Altima,Battery Replacement,12/2/2024,"$58,137.40 ",Cancelled,Transfer,Tech16
SVC1787,John Doe,Nissan Altima,Unknown Service,8/19/2024,"$104,933.20 ",Completed,Cash,Tech31
SVC1788,John Doe,Honda Accord,Brake Repair,4/11/2024,"$141,994.80 ",Completed,Card,Tech33
SVC1789,Jane Smith,Hyundai Elantra,Unknown Service,10/23/2025,"$128,383.30 ",Completed,Transfer,Tech5
SVC1790,Fatima Bello,Kia Rio,Oil Change,27/02/2024,"$80,883.90 ",In Progress,Transfer,Tech26
SVC1793,Emeka Obi,Ford Focus,Wheel Alignment,2/19/2024,"$26,762.80 ",Pending,Card,Tech14
SVC1062,Jane Smith,Hyundai Elantra,Brake Repair,5/16/2024,"$101,315.40 ",Pending,Transfer,Tech18
SVC1795,Fatima Bello,Kia Rio,Engine Diagnostics,9/29/2023,"$120,604.10 ",Completed,Card,Tech24
SVC1797,Tunde Bakare,Hyundai Elantra,Oil Change,6/24/2025,"$48,900.30 ",Completed,Card,Tech31
SVC1798,Fatima Bello,Ford Focus,Brake Repair,7/23/2025,"$74,025.20 ",In Progress,Cash,Tech13
SVC1799,Tunde Bakare,Honda Accord,Battery Replacement,10/27/2025,"$41,503.40 ",In Progress,Transfer,Tech5
SVC1800,Emeka Obi,Toyota Corolla,Engine Diagnostics,7/13/2023,"$95,758.70 ",Cancelled,Transfer,Tech45
SVC1801,Chinedu Okeke,Nissan Altima,Brake Repair,3/6/2024,"$54,652.60 ",In Progress,Cash,Tech7
SVC1802,Jane Smith,Kia Rio,Engine Diagnostics,4/13/2024,"$102,423.70 ",In Progress,Cash,Tech33
SVC1803,Grace Johnson,Toyota Corolla,Wheel Alignment,1/12/2023,"$73,437.30 ",In Progress,Card,Tech1
SVC1804,Grace Johnson,Ford Focus,Battery Replacement,2/18/2023,"$13,019.60 ",Cancelled,Transfer,Tech49
SVC1805,Adewale Musa,Kia Rio,Ac Service,9/9/2025,"$66,987.30 ",In Progress,Cash,Tech11
SVC1806,Fatima Bello,Kia Rio,Unknown Service,7/19/2024,"$73,131.40 ",In Progress,Card,Tech22
SVC1808,John Doe,Nissan Altima,Battery Replacement,2/14/2024,"$58,570.10 ",Completed,Transfer,Tech50
SVC1809,Jane Smith,Nissan Altima,Wheel Alignment,1/9/2025,"$17,760.80 ",Cancelled,Transfer,Tech40
SVC1810,Emeka Obi,Ford Focus,Wheel Alignment,9/2/2023,"$113,354.60 ",Completed,Card,Tech46
SVC1811,Chinedu Okeke,Toyota Corolla,Ac Service,8/1/2024,"$66,963.00 ",Pending,Cash,Tech5
SVC1812,Jane Smith,Toyota Corolla,Oil Change,5/30/2023,"$53,394.10 ",In Progress,Card,Tech34
SVC1814,Fatima Bello,Hyundai Elantra,Engine Diagnostics,2/13/2023,"$123,574.60 ",Completed,Card,Tech24
SVC1815,Chinedu Okeke,Nissan Altima,Engine Diagnostics,2/15/2024,"$883,369.90 ",In Progress,Transfer,Tech24
SVC1816,Emeka Obi,Toyota Corolla,Engine Diagnostics,9/18/2023,"$139,176.70 ",Cancelled,Cash,Tech50
SVC1818,Emeka Obi,Honda Accord,Brake Repair,10/9/2023,"$55,535.30 ",Cancelled,Card,Tech22
SVC1820,Adewale Musa,Kia Rio,Engine Diagnostics,12/25/2023,"$22,851.00 ",Cancelled,Transfer,Tech15
SVC1821,Adewale Musa,Hyundai Elantra,Brake Repair,9/5/2025,"$137,426.10 ",In Progress,Cash,Tech50
SVC1822,Fatima Bello,Toyota Corolla,Brake Repair,4/14/2024,"$78,766.60 ",Completed,Cash,Tech14
SVC1823,Adewale Musa,Ford Focus,Oil Change,28/11/2025,"$99,312.70 ",Cancelled,Cash,Tech4
SVC1824,Chinedu Okeke,Toyota Corolla,Oil Change,1/7/2024,"$25,332.00 ",Completed,Transfer,Tech32
SVC1825,Fatima Bello,Toyota Corolla,Brake Repair,2/28/2023,"$132,466.20 ",Completed,Card,Tech26
SVC1826,John Doe,Hyundai Elantra,Oil Change,5/9/2025,"$9,962.30 ",Completed,Card,Tech47
SVC1827,Tunde Bakare,Nissan Altima,Ac Service,8/1/2024,"$21,299.50 ",Completed,Card,Tech43
SVC1828,Emeka Obi,Honda Accord,Wheel Alignment,10/25/2023,"$20,258.10 ",In Progress,Transfer,Tech20
SVC1829,Emeka Obi,Toyota Corolla,Wheel Alignment,3/23/2025,"$111,779.50 ",Cancelled,Transfer,Tech25
SVC1830,Adewale Musa,Kia Rio,Unknown Service,11/19/2025,"$6,698.30 ",Completed,Transfer,Tech39
SVC1831,Fatima Bello,Toyota Corolla,Oil Change,2/22/2023,"$53,901.90 ",Pending,Card,Tech46
SVC1832,Chinedu Okeke,Ford Focus,Ac Service,3/25/2025,"$23,303.10 ",Completed,Cash,Tech4
SVC1833,Emeka Obi,Kia Rio,Brake Repair,4/16/2024,"$33,257.30 ",Cancelled,Card,Tech37
SVC1834,Adewale Musa,Nissan Altima,Unknown Service,3/9/2025,"$29,179.30 ",In Progress,Transfer,Tech30
SVC1835,Tunde Bakare,Kia Rio,Ac Service,5/2/2023,"$145,941.30 ",Cancelled,Transfer,Tech36
SVC1836,Fatima Bello,Ford Focus,Ac Service,10/15/2023,"$25,344.00 ",In Progress,Cash,Tech47
SVC1837,Fatima Bello,Ford Focus,Oil Change,12/9/2025,"$22,903.40 ",Completed,Card,Tech10
SVC1838,John Doe,Hyundai Elantra,Engine Diagnostics,5/9/2025,"$116,890.40 ",Completed,Transfer,Tech20
SVC1839,Chinedu Okeke,Hyundai Elantra,Engine Diagnostics,7/22/2023,"$60,317.80 ",In Progress,Cash,Tech11
SVC1840,Adewale Musa,Kia Rio,Battery Replacement,22/06/2024,"$131,057.40 ",Completed,Cash,Tech29
SVC1841,Grace Johnson,Kia Rio,Unknown Service,4/11/2024,"$147,547.60 ",Pending,Card,Tech8
SVC1842,Fatima Bello,Nissan Altima,Unknown Service,11/21/2024,"$80,250.20 ",Completed,Card,Tech38
SVC1843,Grace Johnson,Kia Rio,Oil Change,2/11/2024,"$55,359.20 ",Completed,Cash,Tech4
SVC1844,Chinedu Okeke,Toyota Corolla,Wheel Alignment,6/18/2023,"$138,497.10 ",Pending,Transfer,Tech38
SVC1845,Chinedu Okeke,Honda Accord,Ac Service,10/25/2023,"$35,360.30 ",Pending,Transfer,Tech42
SVC1846,Chinedu Okeke,Toyota Corolla,Engine Diagnostics,3/3/2025,"$125,159.10 ",In Progress,Transfer,Tech41
SVC1847,John Doe,Hyundai Elantra,Ac Service,20/10/2024,"$134,888.10 ",In Progress,Cash,Tech44
SVC1848,Tunde Bakare,Honda Accord,Unknown Service,3/9/2025,"$18,128.60 ",Completed,Transfer,Tech26
SVC1849,Emeka Obi,Nissan Altima,Ac Service,3/16/2024,"$149,918.60 ",Completed,Transfer,Tech40
SVC1850,Adewale Musa,Hyundai Elantra,Ac Service,9/3/2023,"$48,035.00 ",Completed,Cash,Tech8
SVC1851,Emeka Obi,Nissan Altima,Ac Service,11/10/2024,"$107,478.20 ",Completed,Cash,Tech10
SVC1852,Jane Smith,Hyundai Elantra,Brake Repair,5/2/2023,"$120,355.80 ",Cancelled,Card,Tech18
SVC1853,Adewale Musa,Ford Focus,Brake Repair,3/21/2023,"$14,247.60 ",Cancelled,Card,Tech27
SVC1854,Adewale Musa,Toyota Corolla,Oil Change,11/21/2024,"$49,924.70 ",In Progress,Card,Tech24
SVC1855,Emeka Obi,Honda Accord,Wheel Alignment,4/7/2025,"$94,008.30 ",Pending,Cash,Tech21
SVC1856,Emeka Obi,Kia Rio,Oil Change,8/11/2024,"$18,653.40 ",Completed,Transfer,Tech17
SVC1857,Emeka Obi,Honda Accord,Engine Diagnostics,27/02/2025,"$18,156.50 ",Completed,Cash,Tech33
SVC1858,Emeka Obi,Ford Focus,Wheel Alignment,25/07/2025,"$188,461.00 ",Completed,Transfer,Tech39
SVC1859,John Doe,Toyota Corolla,Battery Replacement,8/17/2024,"$133,793.90 ",Pending,Cash,Tech25
SVC1860,Grace Johnson,Honda Accord,Engine Diagnostics,6/12/2024,"$139,647.90 ",Completed,Card,Tech41
SVC1861,John Doe,Honda Accord,Wheel Alignment,9/26/2025,"$56,956.60 ",In Progress,Card,Tech21
SVC1862,Fatima Bello,Honda Accord,Ac Service,1/11/2024,"$814,947.70 ",Cancelled,Transfer,Tech7
SVC1864,Jane Smith,Hyundai Elantra,Ac Service,16/10/2025,"$56,006.00 ",Pending,Cash,Tech43
SVC1865,Adewale Musa,Ford Focus,Oil Change,1/29/2025,"$134,391.60 ",Completed,Card,Tech48
SVC1866,Emeka Obi,Toyota Corolla,Unknown Service,4/8/2025,"$136,137.40 ",Completed,Card,Tech33
SVC1867,John Doe,Hyundai Elantra,Brake Repair,5/18/2024,"$92,018.80 ",In Progress,Card,Tech14
SVC1868,Jane Smith,Ford Focus,Brake Repair,20/03/2023,"$141,808.00 ",Pending,Transfer,Tech25
SVC1869,Fatima Bello,Hyundai Elantra,Wheel Alignment,2/10/2023,"$23,431.70 ",Cancelled,Cash,Tech42
SVC1870,Tunde Bakare,Honda Accord,Engine Diagnostics,11/10/2023,"$112,060.20 ",Completed,Card,Tech43
SVC1871,Emeka Obi,Honda Accord,Ac Service,10/29/2024,"$135,726.60 ",Pending,Card,Tech15
SVC1872,Chinedu Okeke,Toyota Corolla,Oil Change,20/09/2024,"$81,640.70 ",Completed,Cash,Tech47
SVC1873,Adewale Musa,Nissan Altima,Unknown Service,11/25/2025,"$135,720.30 ",In Progress,Card,Tech5
SVC1874,John Doe,Hyundai Elantra,Wheel Alignment,4/22/2025,"$140,895.60 ",Cancelled,Cash,Tech8
SVC1875,Jane Smith,Ford Focus,Oil Change,1/18/2023,"$82,785.90 ",Completed,Cash,Tech4
SVC1876,Grace Johnson,Toyota Corolla,Ac Service,8/30/2025,"$24,301.60 ",In Progress,Card,Tech48
SVC1877,John Doe,Nissan Altima,Engine Diagnostics,5/25/2024,"$61,960.30 ",Completed,Transfer,Tech17
SVC1878,Adewale Musa,Kia Rio,Oil Change,1/8/2024,"$31,145.70 ",Pending,Card,Tech13
SVC1879,Emeka Obi,Kia Rio,Battery Replacement,10/18/2024,"$72,944.10 ",In Progress,Transfer,Tech50
SVC1880,Tunde Bakare,Ford Focus,Brake Repair,12/1/2025,"$53,068.80 ",Completed,Card,Tech43
SVC1881,Fatima Bello,Nissan Altima,Wheel Alignment,2/7/2025,"$107,022.50 ",Pending,Card,Tech40
SVC1882,Jane Smith,Kia Rio,Oil Change,7/10/2025,"$101,261.00 ",Completed,Card,Tech48
SVC1883,Tunde Bakare,Toyota Corolla,Oil Change,6/28/2023,"$108,154.20 ",Cancelled,Transfer,Tech11
SVC1884,John Doe,Hyundai Elantra,Brake Repair,9/7/2023,"$84,934.80 ",Completed,Cash,Tech25
SVC1885,Emeka Obi,Toyota Corolla,Engine Diagnostics,2/9/2024,"$58,185.10 ",In Progress,Transfer,Tech6
SVC1886,John Doe,Ford Focus,Brake Repair,4/24/2025,"$121,793.90 ",Pending,Transfer,Tech40
SVC1887,Chinedu Okeke,Kia Rio,Engine Diagnostics,10/8/2025,"$63,985.60 ",Pending,Cash,Tech20
SVC1888,John Doe,Ford Focus,Wheel Alignment,5/15/2023,"$107,101.40 ",Pending,Cash,Tech46
SVC1890,Grace Johnson,Hyundai Elantra,Wheel Alignment,4/19/2025,"$25,864.50 ",Pending,Card,Tech9
SVC1891,Chinedu Okeke,Ford Focus,Oil Change,2/14/2023,"$97,886.30 ",Pending,Card,Tech38
SVC1892,Adewale Musa,Toyota Corolla,Wheel Alignment,12/24/2024,"$135,890.60 ",In Progress,Transfer,Tech6
SVC1893,Fatima Bello,Ford Focus,Wheel Alignment,11/24/2024,"$43,053.40 ",Completed,Transfer,Tech49
SVC1894,Emeka Obi,Honda Accord,Engine Diagnostics,7/4/2025,"$132,596.30 ",In Progress,Transfer,Tech16
SVC1895,Fatima Bello,Toyota Corolla,Brake Repair,9/18/2023,"$14,701.40 ",Completed,Cash,Tech44
SVC1897,Tunde Bakare,Nissan Altima,Battery Replacement,6/16/2023,"$104,188.40 ",Completed,Card,Tech32
SVC1898,Grace Johnson,Ford Focus,Battery Replacement,20/05/2024,"$65,465.10 ",In Progress,Card,Tech30
SVC1899,Adewale Musa,Honda Accord,Wheel Alignment,1/21/2024,"$118,331.30 ",Cancelled,Card,Tech13
SVC953,John Doe,Nissan Altima,Brake Repair,23/02/2024,"$76,186.40 ",Cancelled,Card,Tech16
SVC1902,John Doe,Nissan Altima,Oil Change,10/5/2024,"$96,795.10 ",Completed,Cash,Tech19
SVC1903,Chinedu Okeke,Ford Focus,Wheel Alignment,25/01/2025,"$92,736.80 ",Completed,Card,Tech41
SVC1904,Adewale Musa,Honda Accord,Engine Diagnostics,11/13/2025,"$479,349.90 ",Cancelled,Cash,Tech32
SVC1905,Grace Johnson,Nissan Altima,Brake Repair,11/23/2024,"$140,850.90 ",In Progress,Transfer,Tech29
SVC1906,John Doe,Ford Focus,Engine Diagnostics,11/22/2023,"$50,714.00 ",Completed,Transfer,Tech10
SVC958,Jane Smith,Hyundai Elantra,Oil Change,3/3/2024,"$109,802.60 ",In Progress,Card,Tech33
SVC1908,Chinedu Okeke,Ford Focus,Engine Diagnostics,2/5/2025,"$64,833.10 ",Pending,Card,Tech24
SVC1909,Emeka Obi,Hyundai Elantra,Engine Diagnostics,24/02/2024,"$115,600.80 ",Completed,Transfer,Tech11
SVC1910,John Doe,Toyota Corolla,Oil Change,22/04/2023,"$894,971.80 ",Completed,Card,Tech21
SVC1911,Grace Johnson,Ford Focus,Unknown Service,7/26/2025,"$61,320.90 ",Pending,Transfer,Tech10
SVC1912,John Doe,Honda Accord,Engine Diagnostics,1/1/2023,"$21,340.60 ",Completed,Card,Tech27
SVC1913,Adewale Musa,Hyundai Elantra,Brake Repair,2/15/2023,"$87,192.80 ",Cancelled,Transfer,Tech44
SVC1914,Fatima Bello,Honda Accord,Battery Replacement,8/19/2023,"$92,262.90 ",Completed,Transfer,Tech11
SVC1916,Grace Johnson,Hyundai Elantra,Unknown Service,3/18/2023,"$69,533.80 ",Completed,Cash,Tech13
SVC1917,Adewale Musa,Ford Focus,Unknown Service,2/19/2023,"$116,714.30 ",Completed,Cash,Tech49
SVC1918,Jane Smith,Kia Rio,Unknown Service,8/9/2024,"$67,710.70 ",Completed,Transfer,Tech1
SVC1919,Adewale Musa,Honda Accord,Ac Service,4/2/2025,"$144,662.50 ",Completed,Card,Tech16
SVC1920,John Doe,Toyota Corolla,Engine Diagnostics,8/13/2025,"$17,820.30 ",Completed,Transfer,Tech24
SVC1921,Emeka Obi,Honda Accord,Battery Replacement,13/10/2023,"$72,785.20 ",In Progress,Transfer,Tech14
SVC1922,Fatima Bello,Nissan Altima,Ac Service,11/16/2024,"$114,287.00 ",Completed,Transfer,Tech2
SVC1923,Emeka Obi,Ford Focus,Wheel Alignment,18/07/2025,"$124,579.40 ",Completed,Transfer,Tech3
SVC969,John Doe,Ford Focus,Ac Service,1/27/2024,"$21,953.60 ",Pending,Card,Tech3
SVC1925,Tunde Bakare,Ford Focus,Brake Repair,12/3/2024,"$125,980.70 ",In Progress,Card,Tech43
SVC1926,Tunde Bakare,Nissan Altima,Wheel Alignment,2/24/2025,"$7,351.90 ",Completed,Card,Tech33
SVC1927,Fatima Bello,Toyota Corolla,Ac Service,19/06/2023,"$59,362.80 ",Pending,Cash,Tech35
SVC1928,Grace Johnson,Kia Rio,Engine Diagnostics,3/19/2024,"$116,619.20 ",Completed,Transfer,Tech43
SVC1929,Tunde Bakare,Ford Focus,Oil Change,6/2/2024,"$110,020.40 ",Completed,Transfer,Tech7
SVC1930,John Doe,Honda Accord,Engine Diagnostics,9/14/2025,"$645,380.30 ",Completed,Cash,Tech17
SVC1932,Emeka Obi,Nissan Altima,Engine Diagnostics,27/07/2023,"$22,061.90 ",Completed,Card,Tech40
SVC1933,Jane Smith,Kia Rio,Engine Diagnostics,9/5/2023,"$41,111.20 ",Completed,Transfer,Tech32
SVC1934,Jane Smith,Honda Accord,Unknown Service,13/09/2024,"$25,184.80 ",Pending,Cash,Tech48
SVC1935,Grace Johnson,Honda Accord,Unknown Service,27/10/2023,"$9,862.80 ",Completed,Cash,Tech29
SVC1936,Grace Johnson,Toyota Corolla,Wheel Alignment,4/12/2025,"$28,489.30 ",Cancelled,Cash,Tech11
SVC1938,Jane Smith,Kia Rio,Wheel Alignment,9/8/2025,"$51,331.70 ",Completed,Transfer,Tech3
SVC1939,Tunde Bakare,Kia Rio,Ac Service,10/26/2023,"$129,387.60 ",In Progress,Card,Tech32
SVC1940,Fatima Bello,Nissan Altima,Engine Diagnostics,8/19/2025,"$1,140,937.90 ",In Progress,Cash,Tech6
SVC1941,Chinedu Okeke,Hyundai Elantra,Wheel Alignment,1/27/2024,"$142,661.30 ",Pending,Card,Tech35
SVC1942,Fatima Bello,Kia Rio,Battery Replacement,1/25/2024,"$58,580.60 ",Pending,Transfer,Tech43
SVC1943,Fatima Bello,Ford Focus,Wheel Alignment,1/10/2024,"$18,193.20 ",In Progress,Transfer,Tech5
SVC1944,Chinedu Okeke,Ford Focus,Oil Change,1/7/2023,"$145,989.40 ",Completed,Transfer,Tech13
SVC1945,Fatima Bello,Nissan Altima,Wheel Alignment,8/10/2023,"$108,330.10 ",Completed,Card,Tech39
SVC1946,Grace Johnson,Nissan Altima,Engine Diagnostics,25/12/2024,"$59,374.80 ",Completed,Card,Tech35
SVC1947,Chinedu Okeke,Ford Focus,Wheel Alignment,9/22/2025,"$32,394.60 ",Pending,Card,Tech41
SVC1948,Tunde Bakare,Ford Focus,Engine Diagnostics,3/2/2025,"$68,390.00 ",Cancelled,Transfer,Tech17
SVC1949,Grace Johnson,Ford Focus,Oil Change,10/3/2025,"$26,996.90 ",Completed,Card,Tech34
SVC1950,Chinedu Okeke,Ford Focus,Engine Diagnostics,12/11/2023,"$18,874.10 ",Completed,Card,Tech22
SVC1951,Adewale Musa,Hyundai Elantra,Ac Service,5/13/2023,"$35,941.20 ",Completed,Card,Tech38
SVC1953,Jane Smith,Toyota Corolla,Wheel Alignment,4/13/2024,"$119,490.20 ",Cancelled,Transfer,Tech49
SVC1954,John Doe,Ford Focus,Wheel Alignment,4/13/2024,"$35,034.00 ",Pending,Cash,Tech25
SVC1955,Chinedu Okeke,Hyundai Elantra,Brake Repair,4/14/2024,"$1,083,951.00 ",Completed,Card,Tech10
SVC1956,Tunde Bakare,Honda Accord,Wheel Alignment,11/9/2023,"$58,156.20 ",Pending,Transfer,Tech40
SVC1957,Fatima Bello,Kia Rio,Unknown Service,28/09/2023,"$107,530.20 ",In Progress,Card,Tech19
SVC1958,Adewale Musa,Hyundai Elantra,Battery Replacement,11/2/2025,"$140,161.80 ",Completed,Transfer,Tech2
SVC1959,John Doe,Ford Focus,Engine Diagnostics,5/29/2024,"$129,944.80 ",In Progress,Card,Tech38
SVC1960,Tunde Bakare,Hyundai Elantra,Battery Replacement,9/5/2024,"$5,083.10 ",In Progress,Cash,Tech6
SVC1961,John Doe,Honda Accord,Oil Change,3/2/2023,"$140,846.20 ",Cancelled,Cash,Tech4
SVC1962,Jane Smith,Honda Accord,Brake Repair,8/28/2024,"$8,462.00 ",Completed,Cash,Tech33
SVC1963,Fatima Bello,Ford Focus,Battery Replacement,12/22/2024,"$136,031.20 ",In Progress,Transfer,Tech16
SVC1964,Adewale Musa,Honda Accord,Wheel Alignment,11/2/2025,"$12,702.30 ",Pending,Transfer,Tech35
SVC1965,Tunde Bakare,Honda Accord,Wheel Alignment,2/25/2025,"$33,054.50 ",Pending,Card,Tech14
SVC1966,Fatima Bello,Honda Accord,Engine Diagnostics,16/05/2023,"$149,803.50 ",Pending,Card,Tech50
SVC1967,Fatima Bello,Kia Rio,Unknown Service,8/18/2025,"$621,879.10 ",In Progress,Transfer,Tech14
SVC1968,Fatima Bello,Hyundai Elantra,Battery Replacement,2/15/2023,"$129,531.90 ",Pending,Transfer,Tech39
SVC1969,Jane Smith,Toyota Corolla,Wheel Alignment,5/24/2024,"$88,671.30 ",Pending,Cash,Tech48
SVC1970,Emeka Obi,Ford Focus,Oil Change,11/4/2023,"$75,092.40 ",Pending,Card,Tech24
SVC1971,Adewale Musa,Ford Focus,Brake Repair,6/29/2023,"$136,250.30 ",In Progress,Cash,Tech46
SVC1972,Adewale Musa,Toyota Corolla,Battery Replacement,7/1/2024,"$139,288.10 ",In Progress,Cash,Tech27
SVC1973,Grace Johnson,Nissan Altima,Wheel Alignment,4/3/2024,"$67,138.70 ",Pending,Card,Tech30
SVC1974,Adewale Musa,Kia Rio,Engine Diagnostics,7/3/2024,"$28,957.10 ",Completed,Cash,Tech43
SVC1975,Emeka Obi,Kia Rio,Battery Replacement,5/4/2024,"$47,257.10 ",Completed,Card,Tech26
SVC1976,Grace Johnson,Ford Focus,Oil Change,3/6/2023,"$9,644.90 ",Completed,Transfer,Tech48
SVC1977,Tunde Bakare,Honda Accord,Brake Repair,16/01/2023,"$71,886.60 ",Completed,Transfer,Tech27
SVC1978,Chinedu Okeke,Hyundai Elantra,Oil Change,5/5/2025,"$68,123.60 ",In Progress,Card,Tech1
SVC1980,Tunde Bakare,Hyundai Elantra,Ac Service,12/23/2025,"$61,486.10 ",Pending,Transfer,Tech40
SVC1981,Chinedu Okeke,Honda Accord,Wheel Alignment,4/2/2023,"$143,372.00 ",Pending,Cash,Tech5
SVC1982,Chinedu Okeke,Ford Focus,Engine Diagnostics,6/26/2024,"$133,990.00 ",Pending,Cash,Tech23
SVC1983,Fatima Bello,Honda Accord,Unknown Service,5/30/2025,"$53,227.80 ",Completed,Cash,Tech8
SVC1984,Adewale Musa,Kia Rio,Oil Change,12/29/2025,"$134,269.40 ",In Progress,Cash,Tech14
SVC1985,John Doe,Kia Rio,Brake Repair,7/19/2023,"$144,002.40 ",In Progress,Card,Tech21
SVC1986,Jane Smith,Toyota Corolla,Ac Service,8/21/2023,"$46,695.80 ",Pending,Cash,Tech3
SVC1987,Chinedu Okeke,Kia Rio,Ac Service,1/23/2024,"$49,876.40 ",Completed,Card,Tech50
SVC1988,Jane Smith,Ford Focus,Oil Change,3/3/2023,"$53,941.80 ",Pending,Cash,Tech27
SVC1989,Emeka Obi,Ford Focus,Unknown Service,7/26/2025,"$142,016.40 ",In Progress,Card,Tech17
SVC1990,Emeka Obi,Nissan Altima,Oil Change,8/7/2025,"$128,758.40 ",Completed,Cash,Tech33
SVC1992,Adewale Musa,Honda Accord,Battery Replacement,5/18/2024,"$51,721.00 ",Pending,Card,Tech47
SVC1993,Chinedu Okeke,Nissan Altima,Oil Change,4/23/2025,"$24,441.50 ",Pending,Cash,Tech10
SVC1994,John Doe,Honda Accord,Ac Service,8/31/2024,"$82,876.80 ",Completed,Cash,Tech8
SVC1995,Chinedu Okeke,Hyundai Elantra,Engine Diagnostics,8/7/2023,"$146,393.80 ",Pending,Card,Tech11
SVC1996,Chinedu Okeke,Kia Rio,Brake Repair,8/1/2023,"$18,797.80 ",Completed,Transfer,Tech11
SVC1997,Jane Smith,Honda Accord,Unknown Service,6/3/2025,"$11,166.10 ",Pending,Transfer,Tech13
SVC1998,Chinedu Okeke,Honda Accord,Engine Diagnostics,1/3/2023,"$73,195.80 ",Cancelled,Cash,Tech9
SVC1999,John Doe,Toyota Corolla,Unknown Service,5/28/2023,"$124,628.70 ",In Progress,Card,Tech20
SVC2000,Chinedu Okeke,Hyundai Elantra,Brake Repair,10/29/2023,"$63,804.00 ",In Progress,Card,Tech2
SVC2002,John Doe,Nissan Altima,Oil Change,9/30/2025,"$24,279.50 ",Completed,Transfer,Tech37
SVC2003,Emeka Obi,Nissan Altima,Engine Diagnostics,8/15/2023,"$142,625.70 ",In Progress,Cash,Tech27
SVC2004,Chinedu Okeke,Nissan Altima,Wheel Alignment,9/3/2025,"$25,401.20 ",Completed,Cash,Tech11
SVC2005,John Doe,Honda Accord,Ac Service,8/13/2023,"$44,097.70 ",In Progress,Cash,Tech1
SVC2006,Emeka Obi,Honda Accord,Oil Change,8/2/2024,"$109,580.20 ",Completed,Cash,Tech19
SVC2007,Grace Johnson,Kia Rio,Ac Service,1/3/2023,"$122,408.00 ",In Progress,Transfer,Tech12
SVC2008,Jane Smith,Hyundai Elantra,Unknown Service,7/16/2023,"$33,045.80 ",In Progress,Transfer,Tech14
SVC2009,Tunde Bakare,Toyota Corolla,Oil Change,6/6/2023,"$73,418.90 ",Completed,Transfer,Tech43
SVC2010,John Doe,Kia Rio,Ac Service,5/10/2023,"$86,948.10 ",Completed,Card,Tech11
SVC2011,Tunde Bakare,Honda Accord,Unknown Service,7/11/2023,"$112,013.60 ",Completed,Cash,Tech49
SVC2012,Adewale Musa,Toyota Corolla,Battery Replacement,11/8/2024,"$119,709.40 ",Cancelled,Cash,Tech34
SVC2013,Tunde Bakare,Toyota Corolla,Engine Diagnostics,2/13/2023,"$17,863.00 ",Completed,Cash,Tech32
SVC2014,Fatima Bello,Kia Rio,Brake Repair,10/3/2023,"$32,919.00 ",Completed,Transfer,Tech45
SVC2015,Tunde Bakare,Toyota Corolla,Unknown Service,5/10/2025,"$22,092.10 ",Completed,Transfer,Tech23
SVC2016,John Doe,Nissan Altima,Battery Replacement,16/07/2025,"$17,300.00 ",In Progress,Cash,Tech30
SVC2017,John Doe,Toyota Corolla,Ac Service,2/6/2024,"$125,172.50 ",Cancelled,Cash,Tech31
SVC2019,Chinedu Okeke,Toyota Corolla,Oil Change,3/19/2025,"$47,852.50 ",Pending,Card,Tech12
SVC1049,Fatima Bello,Honda Accord,Brake Repair,6/21/2023,"$108,305.10 ",In Progress,Card,Tech28
SVC2021,Tunde Bakare,Kia Rio,Oil Change,26/11/2025,"$81,136.00 ",Pending,Card,Tech28
SVC2022,Fatima Bello,Ford Focus,Unknown Service,2/25/2023,"$95,601.80 ",In Progress,Transfer,Tech8
SVC2023,Adewale Musa,Hyundai Elantra,Battery Replacement,4/28/2023,"$8,747.00 ",In Progress,Transfer,Tech15
SVC2024,Adewale Musa,Nissan Altima,Brake Repair,9/3/2025,"$76,215.20 ",In Progress,Transfer,Tech49
SVC2025,Fatima Bello,Ford Focus,Unknown Service,8/20/2025,"$63,976.10 ",Completed,Transfer,Tech41
SVC2026,Chinedu Okeke,Honda Accord,Oil Change,13/02/2025,"$81,606.60 ",In Progress,Card,Tech8
SVC2027,Fatima Bello,Honda Accord,Oil Change,4/14/2025,"$27,996.00 ",In Progress,Transfer,Tech33
